timeStamp,motorSPD,motorTEMP,packVOLT,packTEMP,packCURR,packCCL
2024-10-26T16:32:38.000000000Z,7024,8437,5043,2196,595,8945
2024-10-27T10:53:36.000000000Z,7393,3635,8835,1745,4389,3018
2024-10-27T00:36:20.000000000Z,5419,910,3223,7482,5099,8493
2024-10-27T14:24:55.000000000Z,1495,9952,6425,6007,6509,7208
2024-10-27T10:27:20.000000000Z,519,2650,8400,1739,6138,5451
2024-10-26T23:18:48.000000000Z,3867,971,6920,8993,4481,3510
2024-10-27T05:41:39.000000000Z,7928,2782,2469,3157,1145,6124
2024-10-27T06:39:43.000000000Z,9916,4628,4631,7134,1181,5455
2024-10-26T17:53:23.000000000Z,6742,1382,6948,9238,7249,5239
2024-10-27T03:39:11.000000000Z,2731,1245,6207,1277,8920,1615
2024-10-27T12:56:41.000000000Z,9945,9580,9296,6007,2620,5837
2024-10-26T16:37:12.000000000Z,1019,9076,8180,8344,43,5519
2024-10-27T13:07:09.000000000Z,9562,5265,4944,5568,9201,7153
2024-10-27T02:13:16.000000000Z,4518,596,3320,8960,9574,5559
2024-10-27T09:02:04.000000000Z,9780,6333,6154,794,2358,2817
2024-10-27T02:20:28.000000000Z,2877,2512,9486,3438,9975,3158
2024-10-26T19:48:42.000000000Z,1818,8929,2213,7751,1108,40
2024-10-27T03:43:48.000000000Z,325,6761,9568,1028,3971,47
2024-10-27T06:33:57.000000000Z,3869,3147,7372,9388,408,8552
2024-10-27T10:02:03.000000000Z,1967,7645,5173,4286,9311,8631
2024-10-27T06:31:54.000000000Z,8919,4393,8532,908,9252,2264
2024-10-27T14:54:40.000000000Z,8575,306,3072,4375,8312,3857
2024-10-27T08:51:32.000000000Z,667,7403,6696,2448,9060,2796
2024-10-26T19:47:41.000000000Z,9605,4786,9822,6392,8497,6951
2024-10-26T18:40:22.000000000Z,5246,3659,9463,3720,4285,5411
2024-10-26T23:06:14.000000000Z,1562,2381,1237,6423,7371,4402
2024-10-26T17:30:47.000000000Z,7353,5864,5118,6690,7570,1775
2024-10-27T11:57:55.000000000Z,4518,8329,7847,4079,4173,3278
2024-10-26T23:17:25.000000000Z,7739,5094,909,4006,1853,4217
2024-10-27T08:23:32.000000000Z,610,4465,3428,4333,6756,1424
2024-10-26T16:26:32.000000000Z,2278,2559,4852,2564,3017,8385
2024-10-27T01:25:10.000000000Z,6359,5804,5221,5465,8352,9605
2024-10-27T00:53:58.000000000Z,4643,4207,5469,42,3813,6524
2024-10-27T03:40:32.000000000Z,5983,4500,9090,2621,2016,3309
2024-10-26T16:48:13.000000000Z,8844,3368,7894,6174,425,3123
2024-10-26T23:11:38.000000000Z,3332,6516,9838,1149,4194,9500
2024-10-27T13:51:10.000000000Z,2110,522,2000,7370,8615,4960
2024-10-27T13:41:01.000000000Z,7178,9328,3664,716,9813,7291
2024-10-27T08:51:20.000000000Z,1113,5926,2215,6552,1570,7483
2024-10-27T11:01:51.000000000Z,9494,3404,1269,8988,1680,8249
2024-10-27T08:14:15.000000000Z,4299,7774,5329,102,773,4372
2024-10-26T22:06:52.000000000Z,1123,7536,2818,4576,5366,2967
2024-10-27T00:42:32.000000000Z,9416,4908,6364,7030,84,7263
2024-10-26T23:58:13.000000000Z,4299,7681,7441,2411,4128,5793
2024-10-27T11:33:39.000000000Z,2887,1388,8375,1775,588,1358
2024-10-26T17:57:18.000000000Z,4944,8337,9326,8901,916,3521
2024-10-27T05:49:41.000000000Z,1665,5913,3638,6510,816,5241
2024-10-26T16:45:18.000000000Z,2183,3353,4936,2771,2518,7804
2024-10-27T04:15:01.000000000Z,5434,252,9472,9234,63,6308
2024-10-27T09:09:32.000000000Z,7272,6609,5943,8369,4310,5758
2024-10-27T02:39:05.000000000Z,7445,1868,7159,6255,6913,8579
2024-10-27T08:55:10.000000000Z,7181,4615,9983,9597,8506,6853
2024-10-27T00:41:26.000000000Z,5913,7472,2361,7887,549,1840
2024-10-27T07:15:37.000000000Z,5319,9315,8117,9478,4811,1357
2024-10-27T12:36:39.000000000Z,3193,3196,3494,7237,2497,3269
2024-10-27T11:56:42.000000000Z,9972,2318,7553,2964,6502,3973
2024-10-26T23:31:25.000000000Z,7725,8799,599,6737,1491,1981
2024-10-27T05:27:44.000000000Z,4017,2525,8023,5577,6073,1875
2024-10-26T17:13:58.000000000Z,4275,8991,2911,2320,5017,8773
2024-10-27T03:59:20.000000000Z,7136,1852,497,2048,8640,8136
2024-10-26T22:57:50.000000000Z,3936,9959,6810,1145,8303,7911
2024-10-27T05:32:02.000000000Z,6297,6676,1073,4555,7044,4608
2024-10-27T11:01:17.000000000Z,7198,8809,8534,3049,3705,2550
2024-10-27T09:51:09.000000000Z,3291,1441,7133,9974,8117,8736
2024-10-26T20:38:59.000000000Z,9448,1568,9970,3814,7595,9617
2024-10-26T18:09:28.000000000Z,9953,4461,270,7550,9903,8312
2024-10-27T14:52:07.000000000Z,1470,8510,6015,4968,34,543
2024-10-27T02:45:14.000000000Z,2941,3042,7529,2465,8273,1608
2024-10-27T07:02:35.000000000Z,7934,459,6618,4320,819,3227
2024-10-26T16:48:13.000000000Z,416,1137,2479,9584,3985,1362
2024-10-27T02:27:41.000000000Z,6733,7484,4430,7337,9328,1611
2024-10-27T05:50:43.000000000Z,5393,2932,8549,5416,4264,6909
2024-10-27T14:39:57.000000000Z,3501,5909,8239,8084,9304,1324
2024-10-26T17:55:02.000000000Z,9024,8805,7316,4926,5228,8134
2024-10-26T17:10:19.000000000Z,2613,2975,1212,5011,6881,4857
2024-10-26T19:04:31.000000000Z,2643,4536,4017,6302,2990,9279
2024-10-27T07:28:08.000000000Z,9605,2201,7209,5106,4172,8172
2024-10-26T21:24:42.000000000Z,5439,5623,4985,5620,7863,3611
2024-10-27T08:31:37.000000000Z,7653,5421,3344,1859,800,5657
2024-10-26T23:18:01.000000000Z,1847,7962,4193,2789,5408,5187
2024-10-27T07:31:48.000000000Z,5070,2103,1636,7154,9339,9194
2024-10-27T03:02:41.000000000Z,4725,4578,6897,6268,9999,7001
2024-10-27T00:04:01.000000000Z,286,658,2800,4696,7894,5179
2024-10-27T07:03:15.000000000Z,744,5904,1052,331,2001,960
2024-10-27T14:23:40.000000000Z,2869,2096,2256,2574,7229,4309
2024-10-27T02:32:31.000000000Z,6837,4973,1858,3645,6024,4038
2024-10-26T18:18:33.000000000Z,3074,4087,1104,2995,3486,7126
2024-10-26T18:53:00.000000000Z,7427,1574,7435,5920,1912,7103
2024-10-27T12:45:58.000000000Z,5812,176,8354,452,7786,7019
2024-10-27T01:40:41.000000000Z,7783,3352,6361,476,124,5373
2024-10-27T08:14:57.000000000Z,4867,7350,7753,5003,9017,3741
2024-10-27T00:26:42.000000000Z,4124,1480,8254,8620,1965,5857
2024-10-27T14:49:43.000000000Z,3524,2510,2059,1023,9119,5944
2024-10-27T04:32:52.000000000Z,3184,28,4020,1672,97,3840
2024-10-27T14:44:14.000000000Z,3126,9430,1582,1316,9827,7442
2024-10-26T17:18:03.000000000Z,4525,6530,6076,438,8752,1547
2024-10-27T07:55:37.000000000Z,437,336,2496,3514,1551,1667
2024-10-27T00:21:25.000000000Z,6940,2384,3489,4435,515,6562
2024-10-26T15:29:57.000000000Z,1687,3431,9072,2971,3315,1394
2024-10-27T04:08:52.000000000Z,957,2975,1863,5499,8552,8363
2024-10-27T06:29:26.000000000Z,1672,8050,4862,9414,1109,6917
2024-10-26T18:13:22.000000000Z,1998,4146,8209,8590,9064,1838
2024-10-27T13:53:34.000000000Z,4964,6465,5629,3012,2329,4799
2024-10-27T07:22:19.000000000Z,8187,1735,7231,743,7451,3672
2024-10-26T18:59:24.000000000Z,6479,4507,8821,4497,7747,7445
2024-10-27T02:54:20.000000000Z,407,2648,2460,4712,7156,1456
2024-10-26T19:59:53.000000000Z,5426,9682,4633,7264,2828,1596
2024-10-26T17:40:56.000000000Z,1848,5738,2603,6846,6636,5731
2024-10-26T19:26:23.000000000Z,6982,2007,4789,7240,5373,1296
2024-10-27T07:14:44.000000000Z,2170,5632,8634,5297,7498,4449
2024-10-26T18:01:51.000000000Z,1330,4416,5995,6614,8369,374
2024-10-26T21:55:20.000000000Z,8794,3243,2465,4144,4652,74
2024-10-26T18:17:09.000000000Z,6675,1043,4086,9169,1357,6864
2024-10-27T05:12:11.000000000Z,2681,629,9058,1047,5417,927
2024-10-27T07:35:05.000000000Z,9069,8780,4206,4364,1656,6910
2024-10-27T14:02:56.000000000Z,3446,920,278,966,9790,2697
2024-10-27T04:33:55.000000000Z,7175,3075,1324,2781,9129,931
2024-10-27T01:49:26.000000000Z,5695,6326,4850,632,6164,5223
2024-10-27T13:33:04.000000000Z,4463,3543,1878,1834,6232,8448
2024-10-26T21:09:00.000000000Z,5159,5590,7329,4656,6442,3221
2024-10-26T17:12:51.000000000Z,6250,9004,6390,9171,6125,9109
2024-10-26T19:13:47.000000000Z,9573,1713,299,1473,4965,8658
2024-10-26T18:35:26.000000000Z,5778,2959,1152,3714,9109,6478
2024-10-27T02:09:36.000000000Z,4524,4894,2808,9335,6879,9901
2024-10-27T03:19:57.000000000Z,3799,7863,983,7042,2286,1187
2024-10-26T19:02:51.000000000Z,8171,9800,5246,3001,2426,528
2024-10-26T17:24:45.000000000Z,227,1851,8049,2035,2961,9258
2024-10-26T22:07:01.000000000Z,4290,5086,820,6343,9814,7401
2024-10-26T19:00:39.000000000Z,8697,3739,5637,7343,1062,5013
2024-10-26T19:55:04.000000000Z,257,1917,7296,7854,8187,658
2024-10-27T13:58:10.000000000Z,5206,8201,5233,5128,7227,5844
2024-10-27T02:12:09.000000000Z,1491,5519,6907,7794,2142,5457
2024-10-27T08:11:46.000000000Z,5348,7873,1032,6887,1770,4664
2024-10-27T05:57:09.000000000Z,2308,2394,5596,8725,5244,7266
2024-10-26T19:35:37.000000000Z,1071,2642,6484,8938,4660,4444
2024-10-27T13:10:24.000000000Z,8609,7145,8802,5370,9054,8425
2024-10-27T02:53:13.000000000Z,7812,911,3957,6848,5605,9620
2024-10-26T21:26:08.000000000Z,3525,6046,8628,8424,7007,9743
2024-10-27T11:27:13.000000000Z,6824,7710,3443,5297,1308,4175
2024-10-26T16:11:13.000000000Z,4999,6862,7,5206,7588,5009
2024-10-26T19:26:15.000000000Z,2101,7198,3931,1572,9387,7153
2024-10-27T03:47:59.000000000Z,6475,1554,7752,2999,4415,428
2024-10-26T15:55:45.000000000Z,6824,7498,857,8709,9123,8790
2024-10-27T12:15:40.000000000Z,4662,3452,8395,9132,720,9520
2024-10-27T11:54:13.000000000Z,7699,6213,5891,2575,5930,8182
2024-10-27T03:02:56.000000000Z,3204,6291,7727,5837,5080,2960
2024-10-26T23:08:27.000000000Z,2837,3370,8381,687,876,6176
2024-10-27T07:40:53.000000000Z,8113,851,4569,7452,4267,3294
2024-10-27T10:05:21.000000000Z,7538,2085,5715,9866,5360,4607
2024-10-27T10:45:57.000000000Z,4825,2856,5893,8560,8277,9328
2024-10-27T08:10:14.000000000Z,9161,7564,293,5290,970,388
2024-10-26T16:02:35.000000000Z,5162,7067,7266,643,700,3190
2024-10-26T19:16:54.000000000Z,2477,852,7739,4658,1957,8747
2024-10-27T10:41:19.000000000Z,2415,3947,7377,2580,6885,4023
2024-10-27T03:25:30.000000000Z,4596,3504,5952,909,1514,439
2024-10-27T06:33:22.000000000Z,8499,6274,3681,95,9470,8404
2024-10-27T11:49:26.000000000Z,2780,7480,4067,1688,9172,4196
2024-10-27T14:42:02.000000000Z,8924,3775,9775,3542,9562,8962
2024-10-27T08:39:00.000000000Z,9043,5142,6644,1283,3208,8282
2024-10-27T14:53:22.000000000Z,4267,655,5479,580,6709,1266
2024-10-27T02:34:00.000000000Z,808,89,7858,4051,5146,7355
2024-10-27T13:45:02.000000000Z,8735,9659,2284,6815,3510,6703
2024-10-26T23:02:39.000000000Z,2726,636,5978,6067,2323,7771
2024-10-27T10:40:03.000000000Z,6474,7035,6734,4236,3907,8461
2024-10-27T11:09:46.000000000Z,7609,199,5669,3330,9913,7659
2024-10-26T21:24:38.000000000Z,4428,5206,1131,5035,1968,1676
2024-10-27T07:51:42.000000000Z,5215,334,6011,1860,3203,1045
2024-10-26T18:52:24.000000000Z,102,7785,5401,3699,2178,9459
2024-10-27T10:19:15.000000000Z,7675,1342,4344,3805,683,6088
2024-10-26T22:43:54.000000000Z,5712,6710,7429,593,1016,2435
2024-10-26T18:05:38.000000000Z,8694,8821,8637,3758,9221,8931
2024-10-26T18:50:07.000000000Z,357,7885,4603,1523,4598,7598
2024-10-27T03:47:30.000000000Z,9754,285,9835,9232,1734,7821
2024-10-27T14:16:11.000000000Z,8778,3031,1485,7786,6749,5314
2024-10-27T04:09:12.000000000Z,7571,9170,6000,3221,2381,5682
2024-10-26T21:59:34.000000000Z,6003,4690,8749,3186,8372,8941
2024-10-27T10:43:30.000000000Z,183,1997,2610,6239,2292,7350
2024-10-26T22:45:00.000000000Z,152,3764,5038,916,5534,9939
2024-10-27T07:41:30.000000000Z,7579,9459,8902,5198,6524,9584
2024-10-26T23:36:43.000000000Z,5759,6085,8908,997,112,8580
2024-10-26T19:39:41.000000000Z,2323,4392,9641,4480,5419,82
2024-10-27T05:33:41.000000000Z,3415,5863,6877,7529,5430,305
2024-10-27T06:49:33.000000000Z,1912,4040,9494,9497,1387,1372
2024-10-26T19:46:41.000000000Z,7059,4069,1265,4533,7821,6128
2024-10-27T08:36:29.000000000Z,5578,8601,1932,1923,6283,6534
2024-10-27T03:21:23.000000000Z,1023,4031,8352,5632,47,2221
2024-10-27T02:20:16.000000000Z,9559,1624,1083,6386,1347,3214
2024-10-27T03:23:51.000000000Z,9755,3809,7017,2646,975,2894
2024-10-26T17:15:27.000000000Z,6532,2170,9141,3746,1499,2341
2024-10-27T11:00:37.000000000Z,4829,1071,7241,1960,3422,926
2024-10-26T20:04:40.000000000Z,6620,6827,6715,7176,4451,5384
2024-10-26T19:36:50.000000000Z,4685,9216,1835,2055,1969,9875
2024-10-26T17:50:01.000000000Z,4845,2619,3099,6696,2301,3538
2024-10-27T07:27:12.000000000Z,7878,1692,4177,829,3515,3258
2024-10-27T13:49:14.000000000Z,2323,8162,7737,1889,6863,3165
2024-10-26T18:53:59.000000000Z,2964,9111,2426,6456,2865,8347
2024-10-27T02:39:59.000000000Z,9975,7409,2654,6786,3688,3639
2024-10-27T05:55:08.000000000Z,8273,1037,2952,7125,175,6987
2024-10-27T14:05:18.000000000Z,4703,2893,1801,6758,4881,619
2024-10-27T13:11:50.000000000Z,7185,3376,9471,8225,4912,396
2024-10-26T15:31:57.000000000Z,8397,5536,2231,1727,2917,2177
2024-10-26T17:30:50.000000000Z,1815,8775,1254,8292,3794,7902
2024-10-27T03:44:58.000000000Z,527,3283,7786,7345,5292,1877
2024-10-26T18:09:20.000000000Z,6727,5356,6253,5218,6863,759
2024-10-26T20:53:13.000000000Z,1379,2228,2642,4561,2613,4720
2024-10-27T10:18:08.000000000Z,1964,5362,3660,8930,7802,5841
2024-10-26T23:15:57.000000000Z,2928,5890,6902,4565,4328,7576
2024-10-27T07:08:27.000000000Z,6891,5639,1122,7793,641,6342
2024-10-26T17:53:04.000000000Z,3813,8666,316,6470,962,6894
2024-10-26T22:53:55.000000000Z,7423,6528,4454,8385,46,9734
2024-10-27T13:20:33.000000000Z,2226,450,1755,1276,1808,4521
2024-10-27T08:01:54.000000000Z,826,7,4501,4315,8700,5111
2024-10-27T12:23:50.000000000Z,6935,2156,7551,9300,3782,6640
2024-10-27T04:30:36.000000000Z,5774,1869,1564,2590,63,9319
2024-10-27T05:58:52.000000000Z,7330,1603,258,2546,648,2665
2024-10-27T12:22:25.000000000Z,2263,2273,137,9942,2209,742
2024-10-27T01:34:40.000000000Z,5511,3703,9451,9920,3373,1650
2024-10-26T21:53:52.000000000Z,6897,6525,7976,4746,5977,9107
2024-10-26T15:51:32.000000000Z,5603,5490,1157,4701,610,3492
2024-10-27T03:53:46.000000000Z,4127,7011,4042,6606,6699,2490
2024-10-27T08:51:25.000000000Z,1231,9603,521,6660,3376,2279
2024-10-27T10:34:11.000000000Z,6194,8327,3496,7607,6598,2627
2024-10-27T13:33:56.000000000Z,804,2537,3378,9976,8211,5488
2024-10-27T13:33:52.000000000Z,4060,786,7629,4358,1292,4927
2024-10-27T05:55:22.000000000Z,3259,8862,7334,2097,5293,1821
2024-10-26T23:55:57.000000000Z,9596,9568,8558,6575,7144,2167
2024-10-27T01:31:37.000000000Z,675,9981,4148,8188,3538,1350
2024-10-27T08:14:08.000000000Z,7253,622,1340,9448,7399,2663
2024-10-27T02:41:45.000000000Z,8865,3490,394,86,5910,4367
2024-10-27T09:37:08.000000000Z,5428,3913,6571,2861,3975,6412
2024-10-26T19:51:55.000000000Z,2457,859,1466,4010,4519,6759
2024-10-26T21:00:44.000000000Z,5132,2736,2765,4696,6191,2198
2024-10-27T09:41:01.000000000Z,8138,3076,5591,7117,6100,4335
2024-10-27T10:09:39.000000000Z,1813,934,7338,4449,4509,8989
2024-10-27T12:18:54.000000000Z,2186,6408,1368,8157,1306,1140
2024-10-27T09:26:37.000000000Z,2513,5560,1478,9175,2226,4362
2024-10-27T06:28:21.000000000Z,8978,8658,3020,7636,3547,2703
2024-10-27T13:20:42.000000000Z,911,8043,8941,565,7239,4575
2024-10-26T22:12:05.000000000Z,8221,1613,3848,4668,6392,1966
2024-10-27T05:38:22.000000000Z,7688,8192,4465,5106,6985,9698
2024-10-26T20:05:37.000000000Z,6224,4769,465,1926,7700,1640
2024-10-27T12:52:50.000000000Z,7295,7092,2604,1970,799,9429
2024-10-27T01:26:33.000000000Z,6085,1667,5233,4278,1247,3811
2024-10-27T00:13:35.000000000Z,8903,2510,2805,2373,2166,3936
2024-10-26T19:26:46.000000000Z,9397,5751,1242,3516,2286,7449
2024-10-26T21:24:07.000000000Z,6952,1112,8236,2015,7988,1530
2024-10-27T08:41:13.000000000Z,607,9946,1434,3549,6368,1402
2024-10-27T05:41:06.000000000Z,2867,857,8368,6203,9114,9036
2024-10-26T17:32:30.000000000Z,2375,9340,8810,1844,2289,3396
2024-10-27T08:28:54.000000000Z,3814,3398,6502,5539,2821,5235
2024-10-26T22:23:29.000000000Z,8602,8539,5673,5800,8364,3388
2024-10-27T13:16:05.000000000Z,6932,6388,966,6674,6341,2347
2024-10-27T00:41:55.000000000Z,7239,9645,9002,5112,7908,8429
2024-10-27T04:23:31.000000000Z,4268,9541,301,3260,9457,2673
2024-10-27T09:49:22.000000000Z,568,5227,176,6612,585,1343
2024-10-27T06:34:24.000000000Z,767,1233,4102,2464,7987,8698
2024-10-26T18:05:48.000000000Z,7936,7949,6543,5013,6432,3423
2024-10-27T08:40:23.000000000Z,7393,794,7048,1474,5417,7449
2024-10-26T20:41:02.000000000Z,7856,3412,9776,5499,5200,8983
2024-10-26T20:57:38.000000000Z,5640,3661,4828,2582,6112,6383
2024-10-27T08:15:14.000000000Z,541,7108,68,9805,8330,2429
2024-10-27T14:24:24.000000000Z,6392,1458,7258,6386,4356,911
2024-10-26T21:47:32.000000000Z,5631,4621,8872,1400,6484,983
2024-10-27T07:24:24.000000000Z,7227,4438,3891,7686,2604,8133
2024-10-27T00:38:15.000000000Z,8393,1609,2916,4630,7556,4571
2024-10-27T12:01:13.000000000Z,5953,9378,4716,6036,6130,3185
2024-10-27T10:56:38.000000000Z,4084,5495,3303,9594,3964,1727
2024-10-26T20:35:48.000000000Z,5143,9131,5268,5832,3316,453
2024-10-26T17:16:01.000000000Z,8116,756,6240,873,3107,9122
2024-10-27T08:38:11.000000000Z,6298,191,4747,6948,7711,9695
2024-10-27T04:22:54.000000000Z,1584,8925,5998,2690,6008,3480
2024-10-26T18:47:44.000000000Z,4663,8096,6481,5704,4643,9817
2024-10-26T18:20:39.000000000Z,2048,5039,8363,8785,2631,5857
2024-10-26T18:20:04.000000000Z,7901,3294,203,3579,3706,5854
2024-10-26T15:56:46.000000000Z,1002,4982,2187,4951,7011,2298
2024-10-26T22:42:47.000000000Z,9887,1149,6472,6326,389,8197
2024-10-27T12:13:43.000000000Z,7854,9583,7571,6531,4007,8629
2024-10-27T12:15:30.000000000Z,2365,3859,9451,6537,4616,7456
2024-10-27T04:38:40.000000000Z,1885,1729,2356,5957,5879,6148
2024-10-26T16:43:49.000000000Z,9628,6606,9927,1154,8509,4340
2024-10-26T21:32:54.000000000Z,9401,9958,9959,778,6657,8573
2024-10-26T23:14:17.000000000Z,5378,9175,3149,2805,6039,8876
2024-10-26T20:51:48.000000000Z,858,5849,4801,3575,3207,7388
2024-10-27T11:52:08.000000000Z,9420,7522,3393,4506,5686,6520
2024-10-27T08:40:29.000000000Z,5564,9609,420,1488,4309,7194
2024-10-26T21:39:38.000000000Z,5170,5484,9664,1287,8979,5583
2024-10-27T05:45:33.000000000Z,4215,2463,1264,3546,1767,2988
2024-10-27T03:16:03.000000000Z,206,8002,9818,9696,4919,2350
2024-10-27T09:16:00.000000000Z,5315,1507,2362,4938,9855,4970
2024-10-27T13:47:24.000000000Z,9037,1460,3507,7605,9497,2371
2024-10-26T23:19:59.000000000Z,8312,5833,2118,8166,6842,1262
2024-10-27T11:24:05.000000000Z,5305,9811,9759,559,5867,7248
2024-10-26T17:28:03.000000000Z,167,853,2559,3800,1423,9167
2024-10-27T11:41:18.000000000Z,7042,99,4132,5406,6218,8836
2024-10-27T14:22:48.000000000Z,7199,2212,8792,8626,9877,6148
2024-10-27T03:16:23.000000000Z,1205,7707,2751,8865,4319,7369
2024-10-27T14:27:10.000000000Z,2389,3946,6194,8787,3402,5957
2024-10-27T08:00:18.000000000Z,4897,5172,5592,4542,728,4311
2024-10-27T12:26:45.000000000Z,620,4131,886,9002,4567,1259
2024-10-26T17:10:26.000000000Z,7620,7069,7903,7539,7698,9613
2024-10-27T02:36:46.000000000Z,945,7925,9657,7469,5792,9849
2024-10-26T16:03:51.000000000Z,8528,6545,2291,5584,5585,9871
2024-10-26T19:20:29.000000000Z,1615,6131,8182,245,5259,4123
2024-10-27T02:50:52.000000000Z,8133,7891,5632,6498,3266,3714
2024-10-26T17:31:12.000000000Z,1391,6684,4582,7465,84,9119
2024-10-27T12:09:52.000000000Z,9557,4988,5719,3860,155,6159
2024-10-27T03:02:31.000000000Z,2189,8652,9884,1886,462,3015
2024-10-27T14:48:54.000000000Z,6628,6053,6916,5581,5606,4282
2024-10-27T11:29:07.000000000Z,9219,7617,3981,9662,426,2387
2024-10-26T17:02:24.000000000Z,7340,958,22,4172,5304,1409
2024-10-27T06:06:48.000000000Z,8255,3028,2881,5480,6441,1357
2024-10-27T01:06:57.000000000Z,5880,2458,9767,5648,8845,8746
2024-10-27T02:55:49.000000000Z,4111,3569,7530,4814,5648,3177
2024-10-27T06:09:45.000000000Z,4509,3258,4464,75,1063,5133
2024-10-26T22:06:06.000000000Z,2852,9517,1043,2689,3400,2787
2024-10-27T07:16:58.000000000Z,9611,6777,7686,1001,9,1652
2024-10-26T16:01:00.000000000Z,7783,4671,581,4496,1720,7838
2024-10-26T16:49:33.000000000Z,4692,9098,6651,3680,7311,798
2024-10-27T00:05:08.000000000Z,8384,5247,7303,2704,2709,6331
2024-10-27T14:45:51.000000000Z,7998,1279,7215,3824,570,8399
2024-10-26T19:10:48.000000000Z,2383,357,5373,9029,5167,3869
2024-10-27T05:03:59.000000000Z,4974,5073,303,699,9495,2106
2024-10-27T09:36:22.000000000Z,7654,9178,9692,4971,9703,7575
2024-10-26T20:58:57.000000000Z,9943,4251,3088,3667,8514,788
2024-10-27T02:26:00.000000000Z,6175,2877,1722,6214,1607,4670
2024-10-27T02:36:02.000000000Z,7684,3814,8388,7227,7678,2561
2024-10-27T11:24:17.000000000Z,5169,4901,5081,5133,6968,7804
2024-10-27T12:35:35.000000000Z,6198,1835,3481,178,7693,9859
2024-10-27T01:40:50.000000000Z,8082,427,9453,6793,8992,4982
2024-10-27T01:02:36.000000000Z,3743,4117,7784,7629,1293,2500
2024-10-27T13:52:44.000000000Z,8718,5119,4039,655,7350,749
2024-10-27T00:27:12.000000000Z,4125,9298,1705,8932,6417,2340
2024-10-27T02:47:13.000000000Z,5799,403,3779,8380,8172,9368
2024-10-26T23:32:09.000000000Z,5793,6335,731,524,6693,448
2024-10-26T17:06:16.000000000Z,4462,1866,4488,5470,6108,9153
2024-10-27T12:30:33.000000000Z,4929,6484,7366,6968,8729,2799
2024-10-26T22:34:47.000000000Z,3176,1608,3416,8643,1247,2792
2024-10-27T07:17:46.000000000Z,276,281,8558,5792,2034,322
2024-10-27T12:58:14.000000000Z,9669,7222,5320,9796,1684,9170
2024-10-26T21:07:41.000000000Z,4679,7801,7500,82,7519,4693
2024-10-27T09:58:32.000000000Z,6668,7183,7668,3191,9550,6474
2024-10-27T08:11:35.000000000Z,9976,7127,494,983,9205,7197
2024-10-26T22:40:09.000000000Z,7915,6919,8126,9858,3127,643
2024-10-27T05:22:48.000000000Z,3217,3862,9816,1660,6540,6093
2024-10-27T07:32:41.000000000Z,3190,1011,5599,6869,4832,9875
2024-10-27T01:46:54.000000000Z,30,7382,5117,5541,5830,6548
2024-10-27T05:39:31.000000000Z,9148,1983,1969,3656,3680,3389
2024-10-27T05:28:38.000000000Z,4103,4016,1225,7015,9410,2954
2024-10-26T17:25:54.000000000Z,867,2811,8218,406,6607,8562
2024-10-27T02:52:20.000000000Z,8662,7107,4353,2590,8368,3910
2024-10-26T19:25:37.000000000Z,1984,7002,6691,5660,1028,824
2024-10-26T19:03:23.000000000Z,4091,9359,9651,3706,4047,7208
2024-10-27T09:32:45.000000000Z,3945,137,248,918,6805,6274
2024-10-27T06:23:26.000000000Z,6553,9050,7392,812,3904,3586
2024-10-26T21:24:41.000000000Z,6845,5743,5966,8240,7661,684
2024-10-26T16:58:53.000000000Z,5167,8941,6043,6151,9070,8003
2024-10-26T20:06:59.000000000Z,6340,9806,7243,9077,8118,384
2024-10-27T01:25:16.000000000Z,2199,2125,1880,8893,6054,4697
2024-10-26T20:39:43.000000000Z,2521,9114,5083,121,4954,4434
2024-10-26T22:07:25.000000000Z,8963,5545,1908,8778,7705,9615
2024-10-27T01:18:05.000000000Z,6576,2766,9741,4997,7943,7241
2024-10-26T23:41:33.000000000Z,2873,2757,4839,2992,3150,3560
2024-10-26T23:29:11.000000000Z,5942,4270,3233,8049,2291,8897
2024-10-27T06:21:27.000000000Z,2719,6524,8940,1600,5216,7573
2024-10-26T19:10:15.000000000Z,7910,6821,8250,4567,972,9128
2024-10-27T01:08:12.000000000Z,9185,2598,4840,7098,6899,839
2024-10-26T22:02:34.000000000Z,2803,5191,3791,6948,4259,5860
2024-10-27T02:08:57.000000000Z,3085,8371,5115,2040,2611,397
2024-10-27T09:23:19.000000000Z,5662,6850,91,5023,9999,8829
2024-10-26T16:38:12.000000000Z,6427,4017,2587,2611,5838,6715
2024-10-27T01:05:28.000000000Z,3928,5457,8263,4942,6124,6213
2024-10-27T07:09:31.000000000Z,9804,1871,2450,4839,8514,9966
2024-10-27T12:15:01.000000000Z,2337,5663,4490,9946,2740,6953
2024-10-27T05:25:16.000000000Z,7682,757,1847,6211,2482,9507
2024-10-26T22:10:19.000000000Z,8582,9879,1857,6516,9880,7887
2024-10-27T09:43:42.000000000Z,6895,582,2734,254,4182,7712
2024-10-27T01:34:56.000000000Z,8082,6560,7143,7577,9878,3884
2024-10-27T05:46:46.000000000Z,338,6735,4729,5282,921,7604
2024-10-27T10:54:09.000000000Z,5025,5581,7555,1389,6475,7684
2024-10-27T12:53:54.000000000Z,3611,7230,5030,7632,3338,9793
2024-10-26T16:36:57.000000000Z,2512,5759,7977,2659,6450,8424
2024-10-27T14:06:39.000000000Z,8947,8286,807,2902,8138,4152
2024-10-27T12:42:23.000000000Z,364,5008,2761,7967,5481,3973
