timestamp,motorSPD,motorTEMP,packCCL,packCURR,packTEMP,packVOLT
2024-10-27T01:06:57Z,5880,2458,8746,8845,5648,9767
2024-10-27T01:08:12Z,9185,2598,839,6899,7098,4840
2024-10-27T01:14:57Z,9469,2109,9731,4221,8486,8939
2024-10-27T01:15:31Z,7537,5887,9977,2272,6428,2920
2024-10-27T01:16:43Z,6447,2677,6544,5136,4318,9008
2024-10-27T01:18:05Z,6576,2766,7241,7943,4997,9741
2024-10-27T01:18:27Z,7852,7621,5943,7810,2155,2941
2024-10-27T01:19:17Z,4765,6719,988,9428,764,5074
2024-10-27T01:21:44Z,9824,8458,7115,2456,8161,3798
2024-10-27T01:23:12Z,1071,200,4953,492,3633,6826
2024-10-27T01:25:08Z,1914,7305,6187,5346,5606,1789
2024-10-27T01:25:10Z,6359,5804,9605,8352,5465,5221
2024-10-27T01:25:16Z,2199,2125,4697,6054,8893,1880
2024-10-27T01:26:33Z,6085,1667,3811,1247,4278,5233
2024-10-27T01:28:59Z,109,9320,1726,6245,5240,9971
2024-10-27T01:30:06Z,7439,1339,9928,8864,6371,5597
2024-10-27T01:31:37Z,675,9981,1350,3538,8188,4148
2024-10-27T01:34:40Z,5511,3703,1650,3373,9920,9451
2024-10-27T01:34:56Z,8082,6560,3884,9878,7577,7143
2024-10-27T01:35:13Z,1545,352,3756,733,8576,6512
2024-10-27T01:40:41Z,7783,3352,5373,124,476,6361
2024-10-27T01:40:50Z,8082,427,4982,8992,6793,9453
2024-10-27T01:43:19Z,1445,9086,1932,2854,3544,1767
2024-10-27T01:46:46Z,531,1799,7195,7430,5443,3447
2024-10-27T01:46:54Z,30,7382,6548,5830,5541,5117
2024-10-27T01:47:58Z,338,1374,918,123,6073,1234
2024-10-27T01:48:43Z,9337,2288,6273,2906,4008,4493
2024-10-27T01:49:26Z,5695,6326,5223,6164,632,4850
2024-10-27T01:58:07Z,3207,5176,4482,8467,7023,6276
2024-10-27T02:05:15Z,608,5644,3140,3846,5272,9140
2024-10-27T02:08:57Z,3085,8371,397,2611,2040,5115
2024-10-27T02:09:36Z,4524,4894,9901,6879,9335,2808
2024-10-27T02:09:47Z,1773,2824,7240,5238,4303,4947
2024-10-27T02:09:57Z,5696,1708,7808,3450,9185,8833
2024-10-27T02:12:09Z,1491,5519,5457,2142,7794,6907
2024-10-27T02:13:16Z,4518,596,5559,9574,8960,3320
2024-10-27T02:16:00Z,9687,2070,9546,729,9414,9080
2024-10-27T02:16:51Z,8780,6626,563,634,1860,6646
2024-10-27T02:20:16Z,9559,1624,3214,1347,6386,1083
2024-10-27T02:20:28Z,2877,2512,3158,9975,3438,9486
2024-10-27T02:21:32Z,5456,5779,4816,3272,7268,4966
2024-10-27T02:23:46Z,5566,7622,5841,7178,2234,7860
2024-10-27T02:24:06Z,622,8206,9808,689,1409,6638
2024-10-27T02:26:00Z,6175,2877,4670,1607,6214,1722
2024-10-27T02:27:24Z,5919,829,4781,5777,3882,1243
2024-10-27T02:27:41Z,6733,7484,1611,9328,7337,4430
2024-10-27T02:29:25Z,7308,524,8461,1590,2653,7552
2024-10-27T02:30:31Z,8990,1658,4447,1113,6905,7119
2024-10-27T02:32:31Z,6837,4973,4038,6024,3645,1858
2024-10-27T02:34:00Z,808,89,7355,5146,4051,7858
2024-10-27T02:36:02Z,7684,3814,2561,7678,7227,8388
2024-10-27T02:36:46Z,945,7925,9849,5792,7469,9657
2024-10-27T02:37:21Z,4446,6311,4350,7403,3445,9806
2024-10-27T02:39:05Z,7445,1868,8579,6913,6255,7159
2024-10-27T02:39:59Z,9975,7409,3639,3688,6786,2654
2024-10-27T02:40:48Z,1521,9885,2306,7705,3209,8525
2024-10-27T02:41:45Z,8865,3490,4367,5910,86,394
2024-10-27T02:42:02Z,1110,6087,2729,3474,565,3530
2024-10-27T02:42:15Z,199,9886,9456,5991,4792,8642
2024-10-27T02:43:46Z,7887,9131,873,5808,5937,8877
2024-10-27T02:45:14Z,2941,3042,1608,8273,2465,7529
2024-10-27T02:47:00Z,6890,2135,9460,9152,8812,7391
2024-10-27T02:47:13Z,5799,403,9368,8172,8380,3779
2024-10-27T02:50:52Z,8133,7891,3714,3266,6498,5632
2024-10-27T02:52:20Z,8662,7107,3910,8368,2590,4353
2024-10-27T02:53:13Z,7812,911,9620,5605,6848,3957
2024-10-27T02:53:23Z,8781,5624,1334,6766,9836,3860
2024-10-27T02:54:20Z,407,2648,1456,7156,4712,2460
2024-10-27T02:55:09Z,7678,2522,6130,2887,3147,8074
2024-10-27T02:55:32Z,7477,8194,7296,8477,6247,7936
2024-10-27T02:55:49Z,4111,3569,3177,5648,4814,7530
2024-10-27T02:57:26Z,1648,3418,3245,4042,354,108
2024-10-27T02:58:53Z,613,8725,118,8948,6479,2133
2024-10-27T03:02:31Z,2189,8652,3015,462,1886,9884
2024-10-27T03:02:41Z,4725,4578,7001,9999,6268,6897
2024-10-27T03:02:56Z,3204,6291,2960,5080,5837,7727
2024-10-27T03:04:29Z,5869,7592,9674,2827,8369,4903
2024-10-27T03:04:33Z,5502,734,9883,2941,5178,4656
2024-10-27T03:07:00Z,4037,2677,7024,720,5498,8912
2024-10-27T03:12:44Z,2433,4006,7799,1940,6120,5804
2024-10-27T03:13:06Z,8016,4656,3812,6,8926,381
2024-10-27T03:16:03Z,206,8002,2350,4919,9696,9818
2024-10-27T03:16:23Z,1205,7707,7369,4319,8865,2751
2024-10-27T03:19:57Z,3799,7863,1187,2286,7042,983
2024-10-27T03:20:12Z,1648,6251,7027,5850,4829,3571
2024-10-27T03:21:23Z,1023,4031,2221,47,5632,8352
2024-10-27T03:22:23Z,9604,8736,7937,9627,7245,8720
2024-10-27T03:22:58Z,3204,6988,9623,6586,6417,5059
2024-10-27T03:23:22Z,2118,2801,6075,8777,8140,6229
2024-10-27T03:23:51Z,9755,3809,2894,975,2646,7017
2024-10-27T03:23:53Z,5333,8668,9466,7106,98,1787
2024-10-27T03:23:54Z,3450,9106,1710,1356,9848,5479
2024-10-27T03:25:30Z,4596,3504,439,1514,909,5952
2024-10-27T03:25:33Z,8826,4670,7027,4364,9724,76
2024-10-27T03:28:30Z,9023,885,2386,9667,3842,4566
2024-10-27T03:34:46Z,9709,8345,9815,4668,6753,9915
2024-10-27T03:35:04Z,5873,3726,9633,7701,3189,7525
2024-10-27T03:39:03Z,715,6967,8682,7612,3363,8920
2024-10-27T03:39:11Z,2731,1245,1615,8920,1277,6207
2024-10-27T03:40:32Z,5983,4500,3309,2016,2621,9090
2024-10-27T03:41:46Z,2713,6731,8327,3122,1510,3210
2024-10-27T03:43:14Z,1761,5803,1044,9189,4358,1946
2024-10-27T03:43:48Z,325,6761,47,3971,1028,9568
2024-10-27T03:43:57Z,7762,9032,713,2014,8164,9693
2024-10-27T03:44:58Z,527,3283,1877,5292,7345,7786
2024-10-27T03:47:30Z,9754,285,7821,1734,9232,9835
2024-10-27T03:47:59Z,6475,1554,428,4415,2999,7752
2024-10-27T03:48:08Z,2152,4265,5379,150,3759,5691
2024-10-27T03:48:56Z,6719,7488,4934,7280,8249,8165
2024-10-27T03:49:18Z,6234,6939,9966,52,7481,2174
2024-10-27T03:50:28Z,4256,5486,4410,6237,8217,5480
2024-10-27T03:52:21Z,9109,425,1769,1731,7048,6102
2024-10-27T03:52:59Z,3621,4247,3840,6396,7447,6888
2024-10-27T03:53:12Z,665,5207,8532,6311,1324,2643
2024-10-27T03:53:46Z,4127,7011,2490,6699,6606,4042
2024-10-27T03:55:30Z,1751,9701,2373,9993,9980,293
2024-10-27T03:57:25Z,9361,9028,346,8175,3578,7063
2024-10-27T03:58:53Z,7570,2659,8788,6676,8860,5793
2024-10-27T03:59:20Z,7136,1852,8136,8640,2048,497
2024-10-27T04:00:23Z,3940,6350,9327,978,2450,5150
2024-10-27T04:04:55Z,6829,967,4186,4965,5326,3746
2024-10-27T04:06:40Z,6542,1477,4190,8718,1428,8354
2024-10-27T04:08:52Z,957,2975,8363,8552,5499,1863
2024-10-27T04:09:12Z,7571,9170,5682,2381,3221,6000
2024-10-27T04:10:28Z,686,5320,7427,296,145,9188
2024-10-27T04:11:50Z,7125,4833,6789,5548,234,4519
2024-10-27T04:13:04Z,4723,1860,6332,824,6765,8775
2024-10-27T04:15:01Z,5434,252,6308,63,9234,9472
2024-10-27T04:16:11Z,7751,4672,6790,2484,3930,4546
2024-10-27T04:17:38Z,4209,6230,8494,7365,2524,8718
2024-10-27T04:19:30Z,2500,162,6573,8664,1442,232
2024-10-27T04:21:21Z,7370,6050,321,2307,962,3699
2024-10-27T04:22:54Z,1584,8925,3480,6008,2690,5998
2024-10-27T04:23:31Z,4268,9541,2673,9457,3260,301
2024-10-27T04:30:10Z,4725,8981,277,1810,9138,982
2024-10-27T04:30:27Z,6538,406,9662,7719,9494,3394
2024-10-27T04:30:36Z,5774,1869,9319,63,2590,1564
2024-10-27T04:32:52Z,3184,28,3840,97,1672,4020
2024-10-27T04:33:55Z,7175,3075,931,9129,2781,1324
2024-10-27T04:34:21Z,8712,8935,1930,328,9251,9747
2024-10-27T04:34:48Z,9563,9482,5544,339,1735,7461
2024-10-27T04:37:56Z,90,2000,4242,1021,6144,1087
2024-10-27T04:38:40Z,1885,1729,6148,5879,5957,2356
2024-10-27T04:39:54Z,833,2633,4749,4453,3806,5926
2024-10-27T04:40:48Z,9266,3911,3588,7386,4360,5679
2024-10-27T04:41:17Z,3940,9252,8774,2292,4249,959
2024-10-27T04:43:26Z,3163,1933,5159,9703,9674,7312
2024-10-27T04:43:27Z,6010,1992,6841,4781,8463,8083
2024-10-27T04:56:35Z,9986,6851,2409,8008,9639,3709
2024-10-27T04:57:04Z,4086,7999,2199,1396,4986,4459
2024-10-27T04:57:22Z,6344,1237,1666,4410,2371,6636
2024-10-27T04:58:57Z,1825,5715,1541,1150,4655,4885
2024-10-27T05:00:48Z,692,4450,573,3353,8005,1265
2024-10-27T05:01:59Z,4837,6650,3158,4894,3847,696
2024-10-27T05:03:10Z,4702,2924,4382,9928,6380,6358
2024-10-27T05:03:59Z,4974,5073,2106,9495,699,303
2024-10-27T05:04:50Z,1756,1209,807,3564,6128,7918
2024-10-27T05:09:01Z,7774,7674,7036,4723,1631,1597
2024-10-27T05:09:46Z,3050,8928,1882,5550,6748,876
2024-10-27T05:10:15Z,778,7479,1020,9033,5066,456
2024-10-27T05:12:05Z,5026,4015,8123,1584,6808,2166
2024-10-27T05:12:11Z,2681,629,927,5417,1047,9058
2024-10-27T05:21:18Z,7107,3654,9802,3619,3723,2035
2024-10-27T05:21:19Z,7876,4773,4281,6385,9208,9331
2024-10-27T05:21:38Z,8413,9415,7095,9483,1754,7997
2024-10-27T05:22:35Z,9528,6007,7221,246,6178,3063
2024-10-27T05:22:48Z,3217,3862,6093,6540,1660,9816
2024-10-27T05:25:16Z,7682,757,9507,2482,6211,1847
2024-10-27T05:27:44Z,4017,2525,1875,6073,5577,8023
2024-10-27T05:28:08Z,2650,1064,2233,8271,6452,3800
2024-10-27T05:28:38Z,4103,4016,2954,9410,7015,1225
2024-10-27T05:32:02Z,6297,6676,4608,7044,4555,1073
2024-10-27T05:33:41Z,3415,5863,305,5430,7529,6877
2024-10-27T05:34:02Z,9840,4099,9760,2937,9792,644
2024-10-27T05:35:17Z,8811,3565,1403,5238,194,6151
2024-10-27T05:38:22Z,7688,8192,9698,6985,5106,4465
2024-10-27T05:39:31Z,9148,1983,3389,3680,3656,1969
2024-10-27T05:41:06Z,2867,857,9036,9114,6203,8368
2024-10-27T05:41:36Z,9627,9969,7299,8483,7729,5532
2024-10-27T05:41:39Z,7928,2782,6124,1145,3157,2469
2024-10-27T05:45:33Z,4215,2463,2988,1767,3546,1264
2024-10-27T05:46:46Z,338,6735,7604,921,5282,4729
2024-10-27T05:47:19Z,9869,1572,7257,3056,6286,2642
2024-10-27T05:49:28Z,7177,2415,8758,1666,4430,4436
2024-10-27T05:49:41Z,1665,5913,5241,816,6510,3638
2024-10-27T05:50:43Z,5393,2932,6909,4264,5416,8549
2024-10-27T05:51:21Z,7570,8277,3347,8263,4034,1304
2024-10-27T05:52:01Z,7160,42,9054,74,6165,7753
2024-10-27T05:52:56Z,4069,4436,3178,9007,8446,1396
2024-10-27T05:55:08Z,8273,1037,6987,175,7125,2952
2024-10-27T05:55:22Z,3259,8862,1821,5293,2097,7334
2024-10-27T05:57:09Z,2308,2394,7266,5244,8725,5596
2024-10-27T05:58:52Z,7330,1603,2665,648,2546,258
2024-10-27T06:01:35Z,2891,6035,899,3011,1046,6964
2024-10-27T06:01:43Z,3483,6259,6965,3901,7578,9420
2024-10-27T06:06:48Z,8255,3028,1357,6441,5480,2881
2024-10-27T06:07:22Z,4452,2431,4956,3088,6294,1015
2024-10-27T06:08:52Z,7093,2181,4547,9273,2051,2166
2024-10-27T06:09:45Z,4509,3258,5133,1063,75,4464
2024-10-27T06:10:18Z,4987,6446,3842,5220,7608,8206
2024-10-27T06:13:10Z,6816,3169,5123,2571,1498,3168
2024-10-27T06:14:21Z,1338,7979,3248,4684,1936,6921
2024-10-27T06:14:45Z,7514,487,8288,4404,1287,856
2024-10-27T06:21:27Z,2719,6524,7573,5216,1600,8940
2024-10-27T06:23:26Z,6553,9050,3586,3904,812,7392
2024-10-27T06:24:22Z,5142,9336,49,1921,9003,7952
2024-10-27T06:28:21Z,8978,8658,2703,3547,7636,3020
2024-10-27T06:29:24Z,3770,8004,5115,7808,8727,259
2024-10-27T06:29:26Z,1672,8050,6917,1109,9414,4862
2024-10-27T06:30:47Z,4432,2290,6992,2765,1814,4533
2024-10-27T06:31:31Z,4639,8607,8592,7112,2621,2487
2024-10-27T06:31:41Z,9573,7580,2265,1391,865,8150
2024-10-27T06:31:54Z,8919,4393,2264,9252,908,8532
2024-10-27T06:33:22Z,8499,6274,8404,9470,95,3681
2024-10-27T06:33:57Z,3869,3147,8552,408,9388,7372
2024-10-27T06:34:16Z,6316,4694,197,3017,9694,1208
2024-10-27T06:34:24Z,767,1233,8698,7987,2464,4102
2024-10-27T06:34:32Z,2519,4266,450,2599,6155,5587
2024-10-27T06:36:45Z,8738,5618,9037,2936,3559,2710
2024-10-27T06:36:56Z,1184,1755,6090,4384,1635,4083
2024-10-27T06:38:54Z,8112,5597,6684,297,9589,130
2024-10-27T06:39:04Z,3218,9531,7415,261,1481,9179
2024-10-27T06:39:32Z,8261,2082,4057,7653,119,108
2024-10-27T06:39:43Z,9916,4628,5455,1181,7134,4631
2024-10-27T06:46:55Z,3140,8958,4431,4671,6622,513
2024-10-27T06:49:33Z,1912,4040,1372,1387,9497,9494
2024-10-27T06:50:03Z,2192,6348,2,2544,4469,1850
2024-10-27T06:55:11Z,8492,6326,3375,7111,7338,1144
2024-10-27T06:58:11Z,1448,352,7069,4952,9150,4474
2024-10-27T06:58:37Z,3402,9575,4590,4482,9738,4353
2024-10-27T07:01:43Z,6121,2485,6499,4405,5250,7828
2024-10-27T07:02:00Z,3906,1384,8722,7556,4214,5069
2024-10-27T07:02:35Z,7934,459,3227,819,4320,6618
2024-10-27T07:02:58Z,6261,3133,8339,5847,339,1584
2024-10-27T07:03:15Z,744,5904,960,2001,331,1052
2024-10-27T07:03:39Z,1327,3914,3406,4792,4409,9597
2024-10-27T07:04:05Z,6416,1448,9138,6727,1093,7113
2024-10-27T07:04:06Z,2631,8529,5255,5303,233,1563
2024-10-27T07:07:34Z,3251,9421,3010,5252,4462,7222
2024-10-27T07:08:27Z,6891,5639,6342,641,7793,1122
2024-10-27T07:09:31Z,9804,1871,9966,8514,4839,2450
2024-10-27T07:10:11Z,6046,5420,2841,7865,7209,1228
2024-10-27T07:11:57Z,8436,9325,2218,7259,2367,1209
2024-10-27T07:14:04Z,6753,1508,6196,899,7096,5979
2024-10-27T07:14:20Z,364,455,606,9850,8374,2575
2024-10-27T07:14:44Z,2170,5632,4449,7498,5297,8634
2024-10-27T07:15:37Z,5319,9315,1357,4811,9478,8117
2024-10-27T07:16:58Z,9611,6777,1652,9,1001,7686
2024-10-27T07:17:46Z,276,281,322,2034,5792,8558
2024-10-27T07:21:40Z,419,882,5196,2349,9828,5212
2024-10-27T07:22:00Z,3212,7370,4638,7642,4510,8635
2024-10-27T07:22:19Z,8187,1735,3672,7451,743,7231
2024-10-27T07:24:24Z,7227,4438,8133,2604,7686,3891
2024-10-27T07:25:06Z,9291,4852,661,9357,4980,8255
2024-10-27T07:26:44Z,1300,2996,6236,9053,8591,9640
2024-10-27T07:27:12Z,7878,1692,3258,3515,829,4177
2024-10-27T07:28:08Z,9605,2201,8172,4172,5106,7209
2024-10-27T07:29:46Z,4931,6318,4308,5380,5977,9464
2024-10-27T07:30:26Z,8129,256,8493,3844,7170,2618
2024-10-27T07:30:31Z,8765,5055,6288,9775,9889,1611
2024-10-27T07:31:48Z,5070,2103,9194,9339,7154,1636
2024-10-27T07:32:41Z,3190,1011,9875,4832,6869,5599
2024-10-27T07:34:43Z,4864,4521,410,3097,2392,2220
2024-10-27T07:35:05Z,9069,8780,6910,1656,4364,4206
2024-10-27T07:37:25Z,8254,4808,8356,8795,8551,7696
2024-10-27T07:39:07Z,2712,1348,2359,6369,5958,6139
2024-10-27T07:40:53Z,8113,851,3294,4267,7452,4569
2024-10-27T07:41:30Z,7579,9459,9584,6524,5198,8902
2024-10-27T07:45:11Z,1778,6837,1447,891,9301,4847
2024-10-27T07:48:24Z,2852,9014,5939,3276,8209,5750
2024-10-27T07:51:08Z,9758,9140,2865,2203,909,8622
2024-10-27T07:51:42Z,5215,334,1045,3203,1860,6011
2024-10-27T07:53:41Z,5258,290,892,7355,4814,2126
2024-10-27T07:54:29Z,4627,9835,9326,4552,4359,5339
2024-10-27T07:55:37Z,437,336,1667,1551,3514,2496
2024-10-27T07:58:16Z,8535,4673,8930,6209,1268,2589
2024-10-27T08:00:18Z,4897,5172,4311,728,4542,5592
2024-10-27T08:01:54Z,826,7,5111,8700,4315,4501
2024-10-27T08:04:03Z,6838,7753,9093,3354,447,3484
2024-10-27T08:08:08Z,4939,8252,2596,8670,557,2257
2024-10-27T08:09:45Z,1303,8887,1014,5628,3489,9532
2024-10-27T08:10:14Z,9161,7564,388,970,5290,293
2024-10-27T08:11:35Z,9976,7127,7197,9205,983,494
2024-10-27T08:11:46Z,5348,7873,4664,1770,6887,1032
2024-10-27T08:12:38Z,2458,8455,4202,458,8710,9061
2024-10-27T08:14:08Z,7253,622,2663,7399,9448,1340
2024-10-27T08:14:15Z,4299,7774,4372,773,102,5329
2024-10-27T08:14:35Z,3310,9859,8674,7458,9150,7466
2024-10-27T08:14:57Z,4867,7350,3741,9017,5003,7753
2024-10-27T08:15:08Z,501,2866,1175,9062,4483,4282
2024-10-27T08:15:14Z,541,7108,2429,8330,9805,68
2024-10-27T08:15:17Z,1789,6160,1407,8403,900,4969
2024-10-27T08:16:13Z,8846,5455,5228,7061,1039,639
2024-10-27T08:16:18Z,4798,942,5725,71,4868,4458
2024-10-27T08:23:32Z,610,4465,1424,6756,4333,3428
2024-10-27T08:26:25Z,9355,1344,9284,4466,5758,7539
2024-10-27T08:28:34Z,8629,5374,1462,3009,7810,2063
2024-10-27T08:28:54Z,3814,3398,5235,2821,5539,6502
2024-10-27T08:31:37Z,7653,5421,5657,800,1859,3344
2024-10-27T08:32:03Z,3850,7694,6895,3015,2734,1147
2024-10-27T08:32:13Z,8235,2748,7062,9368,6633,2086
2024-10-27T08:36:29Z,5578,8601,6534,6283,1923,1932
2024-10-27T08:38:11Z,6298,191,9695,7711,6948,4747
2024-10-27T08:39:00Z,9043,5142,8282,3208,1283,6644
2024-10-27T08:40:23Z,7393,794,7449,5417,1474,7048
2024-10-27T08:40:29Z,5564,9609,7194,4309,1488,420
2024-10-27T08:41:13Z,607,9946,1402,6368,3549,1434
2024-10-27T08:44:21Z,4335,1732,3276,2994,9912,726
2024-10-27T08:45:40Z,7905,4941,5774,3046,3813,8036
2024-10-27T08:45:57Z,4529,21,4481,2422,6504,7244
2024-10-27T08:47:02Z,8379,5880,5806,9847,5411,9878
2024-10-27T08:48:14Z,1257,4442,6407,8964,7270,6852
2024-10-27T08:50:55Z,493,2303,3052,422,7607,8135
2024-10-27T08:51:20Z,1113,5926,7483,1570,6552,2215
2024-10-27T08:51:25Z,1231,9603,2279,3376,6660,521
2024-10-27T08:51:32Z,667,7403,2796,9060,2448,6696
2024-10-27T08:52:10Z,3920,7962,7449,5903,2655,8821
2024-10-27T08:52:30Z,5874,4092,8988,919,8363,3367
2024-10-27T08:52:41Z,4343,6420,6709,3638,9822,9521
2024-10-27T08:55:10Z,7181,4615,6853,8506,9597,9983
2024-10-27T09:02:04Z,9780,6333,2817,2358,794,6154
2024-10-27T09:03:47Z,556,7676,5715,6247,2724,7627
2024-10-27T09:08:52Z,4094,2504,6978,9735,5821,1724
2024-10-27T09:09:32Z,7272,6609,5758,4310,8369,5943
2024-10-27T09:11:42Z,7632,436,2943,9789,9822,2874
2024-10-27T09:11:52Z,2204,2567,5722,7232,6284,9704
2024-10-27T09:13:42Z,6694,1864,6293,8592,2175,7772
2024-10-27T09:15:08Z,7370,7201,4098,4269,9089,1447
2024-10-27T09:16:00Z,5315,1507,4970,9855,4938,2362
2024-10-27T09:16:20Z,4514,4642,7655,3516,5984,9559
2024-10-27T09:20:13Z,9237,2751,6593,4765,6686,6771
2024-10-27T09:20:21Z,7662,9899,1905,9635,895,3358
2024-10-27T09:23:19Z,5662,6850,8829,9999,5023,91
2024-10-27T09:23:34Z,1615,1284,3570,6617,6578,5433
2024-10-27T09:24:07Z,7066,9024,5571,962,6966,5243
2024-10-27T09:25:02Z,5895,6038,1457,6434,4900,4685
2024-10-27T09:25:38Z,8537,9672,7822,4996,4326,9198
2024-10-27T09:26:37Z,2513,5560,4362,2226,9175,1478
2024-10-27T09:27:04Z,6965,5999,6714,9317,5660,6822
2024-10-27T09:27:43Z,22,1306,9260,3991,7303,3924
2024-10-27T09:31:13Z,4523,4392,1268,9484,8170,3621
2024-10-27T09:32:45Z,3945,137,6274,6805,918,248
2024-10-27T09:33:57Z,5366,6322,3398,869,1396,2120
2024-10-27T09:35:46Z,8231,5726,560,7963,6821,6703
2024-10-27T09:36:22Z,7654,9178,7575,9703,4971,9692
2024-10-27T09:36:32Z,6873,4738,989,8434,7072,3248
2024-10-27T09:37:08Z,5428,3913,6412,3975,2861,6571
2024-10-27T09:41:01Z,8138,3076,4335,6100,7117,5591
2024-10-27T09:41:50Z,9553,1119,6010,373,4373,8730
2024-10-27T09:42:05Z,5927,921,3731,5232,7574,1976
2024-10-27T09:43:42Z,6895,582,7712,4182,254,2734
2024-10-27T09:45:40Z,2042,9964,1107,4021,2116,1491
2024-10-27T09:46:29Z,6237,8811,7758,669,897,6456
2024-10-27T09:49:22Z,568,5227,1343,585,6612,176
2024-10-27T09:50:46Z,8961,9729,1696,879,4948,5472
2024-10-27T09:51:09Z,3291,1441,8736,8117,9974,7133
2024-10-27T09:52:18Z,3878,464,892,9946,2798,5641
2024-10-27T09:52:59Z,80,6512,4819,5181,4672,3051
2024-10-27T09:54:07Z,2732,9344,7497,5662,194,264
2024-10-27T09:57:49Z,2597,5534,3213,2284,5647,8835
2024-10-27T09:58:32Z,6668,7183,6474,9550,3191,7668
2024-10-27T10:02:03Z,1967,7645,8631,9311,4286,5173
2024-10-27T10:02:54Z,8977,3176,2346,2680,149,1918
2024-10-27T10:05:21Z,7538,2085,4607,5360,9866,5715
2024-10-27T10:07:16Z,1368,1614,6699,9634,4029,5211
2024-10-27T10:07:19Z,6346,8925,332,2377,8835,1858
2024-10-27T10:09:39Z,1813,934,8989,4509,4449,7338
2024-10-27T10:12:42Z,9856,1479,4206,3356,7987,9022
2024-10-27T10:16:45Z,7508,8215,3078,5168,2848,6746
2024-10-27T10:18:08Z,1964,5362,5841,7802,8930,3660
2024-10-27T10:18:49Z,5208,5996,6197,2228,9561,7453
2024-10-27T10:19:15Z,7675,1342,6088,683,3805,4344
2024-10-27T10:20:20Z,9644,9442,1232,1166,8932,6584
2024-10-27T10:27:20Z,519,2650,5451,6138,1739,8400
2024-10-27T10:28:50Z,2689,5321,1330,5312,4999,4657
2024-10-27T10:33:13Z,820,4171,6104,2241,7333,3163
2024-10-27T10:33:29Z,6597,6715,2423,6955,300,9811
2024-10-27T10:34:11Z,6194,8327,2627,6598,7607,3496
2024-10-27T10:35:10Z,159,5241,6387,8694,5638,840
2024-10-27T10:40:03Z,6474,7035,8461,3907,4236,6734
2024-10-27T10:41:07Z,6288,1205,5599,407,6740,1596
2024-10-27T10:41:14Z,4506,5631,5826,883,2463,5644
2024-10-27T10:41:19Z,2415,3947,4023,6885,2580,7377
2024-10-27T10:42:11Z,5466,4452,4659,4766,3544,3955
2024-10-27T10:42:23Z,6849,2108,3499,3331,9250,7436
2024-10-27T10:42:36Z,4754,8442,3345,2845,667,254
2024-10-27T10:43:30Z,183,1997,7350,2292,6239,2610
2024-10-27T10:45:39Z,937,1250,4519,6403,2758,2262
2024-10-27T10:45:57Z,4825,2856,9328,8277,8560,5893
2024-10-27T10:46:06Z,4253,836,4238,5796,2294,1613
2024-10-27T10:47:13Z,7192,4085,4946,3102,8666,9529
2024-10-27T10:47:49Z,4251,2966,4306,4665,3011,1467
2024-10-27T10:52:43Z,8568,1378,3907,5558,2434,9837
2024-10-27T10:53:36Z,7393,3635,3018,4389,1745,8835
2024-10-27T10:53:40Z,2827,3938,9071,4933,4210,8381
2024-10-27T10:54:09Z,5025,5581,7684,6475,1389,7555
2024-10-27T10:56:26Z,9304,6116,7724,9228,7954,8996
2024-10-27T10:56:38Z,4084,5495,1727,3964,9594,3303
2024-10-27T10:56:55Z,3342,2480,9216,4956,2356,5675
2024-10-27T10:58:08Z,6837,7815,3370,53,3497,1811
2024-10-27T10:59:05Z,1119,5237,9041,2821,1221,7484
2024-10-27T11:00:01Z,4272,160,168,3894,8488,6211
2024-10-27T11:00:37Z,4829,1071,926,3422,1960,7241
2024-10-27T11:01:17Z,7198,8809,2550,3705,3049,8534
2024-10-27T11:01:51Z,9494,3404,8249,1680,8988,1269
2024-10-27T11:03:33Z,60,3517,624,7950,9179,7646
2024-10-27T11:05:38Z,7746,697,3037,844,6685,6956
2024-10-27T11:07:13Z,1258,3050,6889,8593,9414,3468
2024-10-27T11:09:46Z,7609,199,7659,9913,3330,5669
2024-10-27T11:09:53Z,449,3948,9970,558,5203,2927
2024-10-27T11:10:10Z,1410,2535,4600,5051,9827,2942
2024-10-27T11:10:18Z,6853,3199,7208,3841,2193,8864
2024-10-27T11:12:21Z,108,3208,3146,5777,8104,2349
2024-10-27T11:15:53Z,3292,2106,3603,2113,8974,1722
2024-10-27T11:18:13Z,2710,7196,1237,6595,1050,3774
2024-10-27T11:19:45Z,5252,5387,569,1380,6690,3293
2024-10-27T11:23:25Z,2298,1072,3313,5991,5875,5441
2024-10-27T11:24:05Z,5305,9811,7248,5867,559,9759
2024-10-27T11:24:17Z,5169,4901,7804,6968,5133,5081
2024-10-27T11:26:00Z,9683,2924,7238,431,33,9896
2024-10-27T11:27:13Z,6824,7710,4175,1308,5297,3443
2024-10-27T11:28:50Z,7937,8722,6095,7272,3370,4240
2024-10-27T11:29:07Z,9219,7617,2387,426,9662,3981
2024-10-27T11:29:29Z,4387,4165,4930,615,9591,112
2024-10-27T11:31:05Z,8915,5552,2864,7333,8614,3277
2024-10-27T11:33:01Z,1092,1274,9298,6961,7448,8628
2024-10-27T11:33:39Z,2887,1388,1358,588,1775,8375
2024-10-27T11:34:17Z,6343,9854,3225,2762,8275,4209
2024-10-27T11:34:42Z,4319,3678,4952,8610,89,8651
2024-10-27T11:34:50Z,5532,1215,2724,3878,4331,3141
2024-10-27T11:36:32Z,2651,1267,1835,7389,2597,9693
